TJ번호,제목(원어),제목(한국어),발매일 / 커버일,앨범커버,원곡가수,곡유형,링크,번역가사 링크
,碧いif,What if (푸른 if),2025-11-19,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/62/9d/45/629d45c5-3293-85fb-373b-7cfd01156a69/25UM1IM40591.rgb.jpg/600x600bb.jpg,トゲナシトゲアリ,오리지널,https://www.youtube.com/watch?v=LIkC911e8II,https://gall.dcinside.com/mgallery/board/view/?id=gbcry11&no=35651
,無知のち私,Me renewed (무지했던 나),2025-11-19,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/62/9d/45/629d45c5-3293-85fb-373b-7cfd01156a69/25UM1IM40591.rgb.jpg/600x600bb.jpg,トゲナシトゲアリ,오리지널,https://www.youtube.com/watch?v=GxjsKvg-seM,https://gall.dcinside.com/mgallery/board/view/?id=gbcry11&no=57560
,渇く、憂う,"Thirsty, Anxiety (갈증, 우울)",2025-11-19,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/62/9d/45/629d45c5-3293-85fb-373b-7cfd01156a69/25UM1IM40591.rgb.jpg/600x600bb.jpg,トゲナシトゲアリ,오리지널,https://www.youtube.com/watch?v=Cl7NmX97eTk,https://gall.dcinside.com/mgallery/board/view/?id=gbcry11&no=64775
,吹き消した灯火,Puff of Smoke (불어서 끈 등불),2025-11-19,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/62/9d/45/629d45c5-3293-85fb-373b-7cfd01156a69/25UM1IM40591.rgb.jpg/600x600bb.jpg,トゲナシトゲアリ,오리지널,https://www.youtube.com/watch?v=pyDw-dW0wvE,https://gall.dcinside.com/mgallery/board/view/?id=gbcry11&no=75373
,​生きて生きてゆく,Creep (살아가고 살아간다),2025-11-19,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/62/9d/45/629d45c5-3293-85fb-373b-7cfd01156a69/25UM1IM40591.rgb.jpg/600x600bb.jpg,トゲナシトゲアリ,오리지널,https://www.youtube.com/watch?v=9k1MGMSDaSs,https://gall.dcinside.com/mgallery/board/view/?id=gbcry11&no=87766
,臆病な白夜,Drowin' Loneliness (겁 많은 백야),2025-11-19,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/62/9d/45/629d45c5-3293-85fb-373b-7cfd01156a69/25UM1IM40591.rgb.jpg/600x600bb.jpg,トゲナシトゲアリ,오리지널,https://www.youtube.com/watch?v=I9g-Y0ACFDo,https://gall.dcinside.com/mgallery/board/view/?id=gbcry11&no=212165
,最期の禱り,White Lie (마지막 기도),2025-11-19,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/62/9d/45/629d45c5-3293-85fb-373b-7cfd01156a69/25UM1IM40591.rgb.jpg/600x600bb.jpg,トゲナシトゲアリ,오리지널,https://www.youtube.com/watch?v=ealSZAVyEG8,https://gall.dcinside.com/mgallery/board/view/?id=gbcry11&no=121498
,もう何もいらない未来,Against All Answers (더는 아무것도 필요 없는 미래),2025-12-17,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/8b/1c/77/8b1c776c-c84e-4135-1498-b2da5142e10f/25UM1IM62237.rgb.jpg/600x600bb.jpg,トゲナシトゲアリ,오리지널,https://www.youtube.com/watch?v=BzOXySDldDE,https://namu.wiki/w/%ED%86%A0%EA%B2%8C%EB%82%98%EC%8B%9C%20%ED%86%A0%EA%B2%8C%EC%95%84%EB%A6%AC/%EC%9D%8C%EB%B0%98%20%EB%AA%A9%EB%A1%9D#s-3.2
,命をくれよ,Give Me Life (살아갈 이유를 줘),2025-12-17,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/8b/1c/77/8b1c776c-c84e-4135-1498-b2da5142e10f/25UM1IM62237.rgb.jpg/600x600bb.jpg,トゲナシトゲアリ,오리지널,https://www.youtube.com/watch?v=aUPvnBZzb34,https://namu.wiki/w/%ED%86%A0%EA%B2%8C%EB%82%98%EC%8B%9C%20%ED%86%A0%EA%B2%8C%EC%95%84%EB%A6%AC/%EC%9D%8C%EB%B0%98%20%EB%AA%A9%EB%A1%9D#s-3.2
,arrow,,2025-12-17,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/8b/1c/77/8b1c776c-c84e-4135-1498-b2da5142e10f/25UM1IM62237.rgb.jpg/600x600bb.jpg,トゲナシトゲアリ,오리지널,https://www.youtube.com/watch?v=h3lyEYW8uio,https://namu.wiki/w/%ED%86%A0%EA%B2%8C%EB%82%98%EC%8B%9C%20%ED%86%A0%EA%B2%8C%EC%95%84%EB%A6%AC/%EC%9D%8C%EB%B0%98%20%EB%AA%A9%EB%A1%9D#s-3.2
,荊の薔薇,Roses in Thorns (가시덤불의 장미),2025-12-17,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/8b/1c/77/8b1c776c-c84e-4135-1498-b2da5142e10f/25UM1IM62237.rgb.jpg/600x600bb.jpg,トゲナシトゲアリ,오리지널,https://www.youtube.com/watch?v=NoJinP58X8Q,https://namu.wiki/w/%ED%86%A0%EA%B2%8C%EB%82%98%EC%8B%9C%20%ED%86%A0%EA%B2%8C%EC%95%84%EB%A6%AC/%EC%9D%8C%EB%B0%98%20%EB%AA%A9%EB%A1%9D#s-3.2
